"","plot","site","burn","burn.name","letter","plot.name","burn.year","ecoregion","moisture","date","elev","slope","aspect","org","org.tree","ave.arh","ice.2015","resistance.2015","resistance.2016","ice.2016","ERT","seed.trap","Bryoria","Evernia","Usnea","ba.Alcr","ba.Bene","ba.Betsp","ba.Lala","ba.Piba","ba.Picea","ba.Pigl","ba.Pima","ba.Poba","ba.Potr","ba.Salix","ba.Decid","ba.Unknown","Lala.dens","Piba.dens","Picea.dens","Pigl.dens","Pima.dens","Poba.dens","Potr.dens","Unknown.dens","Alcr.dens","Bene.dens","Betsp.dens","Salix.dens","Decid.dens","pima.prop","piba.prop","other.prop","Dom","age.y","DOB_LB","FFMC_LB","DMC_LB","DC_LB","ISI_LB","BUI_LB","FWI_LB","VPD_LB","LCC05_start","LCC05_end","LCC05_consensus","Lat_start","Long_start","Elev_start","Lat_end","Long_end","Elev_end","strata","tree.bio.m2","tree.bio.carbon.m2","tree.bio.cons.m2B","tree.carbon.cons.m2B","BA.ALL","DENSITY.ALL","burn.depth","burn.depth.arh","burn.depthJP","tree.carbon.prefire.m2","tree.bio.prefire.m2","residual.soil.carbon.gCm2","prefire.soil.carbon.gCm2","soil.carbon.cons.gCm2","total.combustion.gCm2","total.prefire.gCm2","prop.total.gcm2.combusted","prop.soil.total.gCm2","sand"
"140","ZF35-33C","ZF35-33","ZF35","Gameti West","C","ZF035-033C",2014,"plains","mesic-subxeric","31-Jul-15",214.775,0,NA,2.15,1.7,5.5,"NO ICE",58.7,NA,NA,"no","no","no","no","no",0,0,0,0,2.115993552,0,0,8.139081167,0,0,0,0,4.706498494,0,0.033333333,0,0,0.183333333,0,0,0.133333333,0,0,0,0,0,0.523809524,0.095238095,0.380952381,"Pima",151,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,1,1,1,64.076262,-117.451551,214.775,64.076482,-117.451278,209.064,"Conifer-medium (us:lichen)",3.05260583,1.526302915,925.268963,462.634482,14.96157321,0.35,9.047515755,9.047515755,NA,1526.302915,3052.60583,0,4028.073462,4028.073462,4490.707944,5554.376377,0.808499036,0.89697961,88.55227216
"141","ZF35-37A","ZF35-37","ZF35","Gameti West","A","ZF035-037A",2014,"plains","subxeric","29-Jul-15",214.048,0,NA,2.05,6.4,5.833333333,"NO ICE",NA,NA,NA,"no","no","no","yes","yes",0,0.057726765,0,0,0,0,0,2.818401309,0,0,0,0,17.60417623,0,0,0,0,0.15,0,0,0.1,0,0.016666667,0,0,0,0.562499999,0,0.437500001,"Pima",192,206,92.4639,51.6898,292.719,8.06196,71.7185,22.9755,2826.69,9,9,9,64.04381,-117.495504,214.048,64.044083,-117.495275,215.354,"Conifer-low (us:lichen)",0.797498911,0.398749455,266.702065,133.351033,20.48030431,0.266666667,9.399661788,9.399661788,NA,398.749455,797.498911,353.3226643,2434.352077,2081.029412,2214.380445,2833.101532,0.781609985,0.939779529,85.98551087
"142","ZF35-37B","ZF35-37","ZF35","Gameti West","B","ZF035-037B",2014,"plains","mesic-subhygric","29-Jul-15",212.945,5,109,29.1,27.1,9.366666667,"NO ICE",29.2,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,4.034328566,0,0,0,0,1.384002464,0,0,0,0,0.15,0,0,0.066666667,0,0,0,0,0,0.692307691,0,0.307692309,"Pima",220,206,92.4639,51.6898,292.719,8.06196,71.7185,22.9755,2826.69,9,9,9,64.042852,-117.492945,212.945,64.043118,-117.492723,209.156,"Conifer-low (us:lichen)",1.113194806,0.556597403,270.046666,135.023333,5.41833103,0.216666667,14.06563029,14.06563029,NA,556.597403,1113.194806,27021.9078,34699.62194,7677.714134,7812.737467,35256.21934,0.221598844,0.982717539,NA
"143","ZF35-37C","ZF35-37","ZF35","Gameti West","C","ZF035-037C",2014,"plains","xeric","31-Jul-15",217.521,5,50,1.3,0.95,5.4,"NO ICE",NA,NA,NA,"no","no","no","yes","yes",0,0,0,0,0,0,0,10.4790441,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",220,206,92.4639,51.6898,292.719,8.06196,71.7185,22.9755,2826.69,9,9,9,64.0424,-117.498048,217.521,64.04265,-117.497875,211.842,"Conifer-low (us:lichen)",3.076926905,1.538463453,616.765689,308.382844,10.4790441,0.333333333,8.912656929,8.912656929,NA,1538.463453,3076.926905,12.2689939,1013.719489,1001.450495,1309.833339,2552.182942,0.513220787,0.764563296,91.0221338
"144","ZF35-39A","ZF35-39","ZF35","Gameti West","A","ZF035-039A",2014,"plains","mesic","30-Jul-15",230.074,0,NA,4.7,2.7,6,"NO ICE",28.9,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,5.639813312,0,0,0,2.819317607,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.083333333,0.8,0,0.2,"Pima",68,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,9,9,9,64.096237,-117.460743,230.074,64.096506,-117.460598,227.843,"Conifer-low (us:lichen)",1.522183956,0.761091978,606.526904,303.263452,8.459130919,0.416666667,8.865573462,8.865573462,NA,761.091978,1522.183956,3453.727072,6904.985861,3451.258789,3754.522241,7666.077839,0.489757907,0.919227153,90.98851722
"145","ZF35-39B","ZF35-39","ZF35","Gameti West","B","ZF035-039B",2014,"plains","xeric","30-Jul-15",229.999,0,NA,0.75,0.85,2.066666667,"NO ICE",13,NA,NA,"no","no","no","no","no",0,0,0,0,0,0.125794606,5.114120141,0.958185759,0,0,0,0,0,0,0,0.016666667,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0.444444444,0,0.555555556,"Pima",87,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,1,7,7,64.097694,-117.458787,229.999,64.097939,-117.458507,231.533,"Conifer-low (us:lichen)",0.229341585,0.114670792,80.116055,40.058027,6.198100506,0.15,5.339738335,5.339738335,NA,114.670792,229.341585,801.1939836,1755.491036,954.2970524,994.3550794,1870.161828,0.531694672,0.959714565,93.51874845
"146","ZF35-39C","ZF35-39","ZF35","Gameti West","C","ZF035-039C",2014,"plains","mesic-subhygric","30-Jul-15",233.081,0,NA,19.2,23.9,NA,"NO ICE",41.5,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,4.016395308,0,0,0,0,0.022122048,0,0,0,0,0.5,0,0,0.016666667,0,0,0,0,0,0.967741935,0,0.032258065,"Pima",130,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,7,7,7,64.098154,-117.462336,233.081,64.098387,-117.46206,230.91,"Conifer-low (us:lichen)",0.607705572,0.303852786,309.939362,154.969681,4.038517356,0.516666667,8.813758361,8.813758361,NA,303.852786,607.705572,10284.39063,14361.44779,4077.057163,4232.026844,14665.30057,0.288574163,0.963381688,96.04810997
"147","ZF35-40A","ZF35-40","ZF35","Gameti West","A","ZF035-040A",2014,"plains","subxeric","30-Jul-15",226.867,0,NA,0.9,NA,NA,"NO ICE",32.8,NA,NA,"no","no","no","no","no",0,4.353592919,0,0,9.338645962,0,0,0,0,0,0,0,4.375714968,0,0.05,0,0,0,0,0,0.033333333,0,0.216666667,0,0,0,0,0.166666667,0.833333333,"Piba",145,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,9,9,9,64.076505,-117.461014,226.867,64.076773,-117.460723,233.099,"Conifer-low (us:lichen)",3.406648533,1.703324267,335.132182,167.566091,18.06795385,0.3,6.27,NA,6.27,1703.324267,3406.648533,332.1081132,725.2492692,393.141156,560.707247,2428.573536,0.230879254,0.701152265,76.0289349
"148","ZF35-40B","ZF35-40","ZF35","Gameti West","B","ZF035-040B",2014,"plains","mesic","30-Jul-15",226.793,0,NA,24,21.2,6.633333333,"ICE",81.3,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,9.428835851,0,0,0,0,0,0,0,0,0,0.183333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",145,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,9,9,9,64.075273,-117.462071,226.793,64.075498,-117.461822,227.314,"Conifer-low (us:lichen)",2.98950622,1.49475311,577.010981,288.505491,9.428835851,0.183333333,10.98149545,10.98149545,NA,1494.75311,2989.50622,20034.35951,24766.5494,4732.189886,5020.695377,26261.30251,0.191182268,0.942536747,68.45922961
"149","ZF35-40C","ZF35-40","ZF35","Gameti West","C","ZF035-040C",2014,"plains","xeric","30-Jul-15",222.294,0,NA,0.1,0.5,3.833333333,"NO ICE",NA,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,9.240602091,0,0,0.689841387,0,0,0,0,0,0,0.083333333,0,0,0.05,0,0,0,0,0,0,0,0,0.375000001,0.624999999,0,"Piba",145,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,9,9,9,64.075079,-117.459685,222.294,64.075329,-117.459364,220.961,"Conifer-low (us:lichen)",3.285405376,1.642702688,437.513764,218.756882,9.930443478,0.133333333,6.24,7.180741795,6.24,1642.702688,3285.405376,1582.862304,2136.76569,553.9033857,772.6602677,3779.468378,0.20443623,0.716878308,75.96899225
"150","ZF35-9A","ZF35-9","ZF35","Gameti West","A","ZF035-009A",2014,"plains","subhygric","29-Jul-15",246.444,0,NA,37,35.4,6.35,"ICE",41.2,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,8.754309729,0,0,0,0,2.984643921,0,0,0,0,0.383333333,0,0,0.016666667,0,0,0,0,0,0.958333333,0,0.041666668,"Pima",130,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,20,20,20,64.109149,-117.471852,246.444,64.109378,-117.471522,247.476,"Sparse conifer",2.364816913,1.182408456,866.406083,433.203041,11.73895365,0.4,11.11093487,11.11093487,NA,1182.408456,2364.816913,28623.39962,34031.53154,5408.131914,5841.334955,35213.93999,0.165881323,0.92583835,69.15362035
"151","ZF35-9B","ZF35-9","ZF35","Gameti West","B","ZF035-009B",2014,"plains","subxeric","29-Jul-15",251.126,0,NA,3.1,1.15,NA,"NO ICE",31.6,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,5.222112388,0,0,0,2.119789643,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0.666666667,0,0.333333333,"Pima",130,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,20,20,20,64.108026,-117.471579,251.126,64.108248,-117.471164,254.262,"Sparse conifer",1.628014601,0.8140073,498.388138,249.194069,7.341902031,0.15,11.10521044,11.10521044,NA,814.0073,1628.014601,897.7162215,3264.911767,2367.195546,2616.389615,4078.919067,0.641441905,0.904756513,76.08857925
"152","ZF35-9C","ZF35-9","ZF35","Gameti West","C","ZF035-009C",2014,"plains","mesic","29-Jul-15",244.775,0,NA,12,11.9,11.6,"NO ICE",18,NA,NA,"no","no","no","no","no",0,0,0,0,0,15.50101085,0,4.060377605,0,0,0,0,5.408644452,0,0,0.083333333,0,0.233333333,0,0,0.133333333,0,0,0,0,0,0.518518519,0,0.481481481,"Pima",130,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,20,20,20,64.10842,-117.468173,244.775,64.108697,-117.467957,242.021,"Sparse conifer",1.172306616,0.586153308,453.647262,226.823631,24.97003291,0.45,15.86177779,15.86177779,NA,586.153308,1172.306616,1233.462343,9004.17579,7770.713447,7997.537078,9590.329098,0.833916855,0.971638315,81.10724926
"153","ZF44-16A","ZF44-16","ZF44","Gameti East","A","ZF044-016A",2014,"shield","mesic","1-Aug-15",207.683,3,190,9.65,10.9,4.433333333,"NO ICE",60.35,NA,NA,"no","no","no","yes","yes",0,0,0,0,0,0,0,16.52019587,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,0,0,"Pima",198,185,93.0488,54.24,194.88,25.023,63.9693,46.2755,2988.15,7,7,7,64.09808,-117.26506,207.683,64.098385,-117.264793,209.723,"Conifer-medium (us:lichen), new",4.405859688,2.202929844,1095.930995,547.965498,16.52019587,0.75,8.159016418,8.159016418,NA,2202.929844,4405.859688,3049.656748,5428.935441,2379.278693,2927.244191,7631.865285,0.383555537,0.812804993,83.7432366
"154","ZF44-16B","ZF44-16","ZF44","Gameti East","B","ZF044-016B",2014,"shield","subxeric","1-Aug-15",216.612,0,NA,6.3,3.15,9.666666667,"NO ICE",35.65,NA,NA,"no","no","no","yes","yes",0,0,0,0,0,0,0,18.36522705,0,0,0,0,1.107935009,0,0,0,0,0.6,0,0,0.016666667,0,0,0,0,0,0.972972972,0,0.027027028,"Pima",186,188,90.7579,68.0331,219.925,11.6503,76.7276,30.6525,2388.67,7,7,7,64.099431,-117.263315,216.612,64.099638,-117.263037,219.623,"Conifer-medium (us:lichen), new",5.051893092,2.525946546,1261.509862,630.754931,19.47316206,0.616666667,13.62861512,13.62861512,NA,2525.946546,5051.893092,1600.266831,6241.202224,4640.935393,5271.690324,8767.14877,0.60130043,0.880350534,77.434345985
"155","ZF44-16C","ZF44-16","ZF44","Gameti East","C","ZF044-016C",2014,"shield","subhygric","2-Aug-15",209.177,0,NA,37.8,41.3,5,"ICE",47.3,NA,NA,"no","no","no","no","no",0,0.378300115,0,0.901898891,0,0,0,4.057366912,0,0,0,0,0,0.033333333,0,0,0,0.733333333,0,0,0,0,0.033333333,0,0,0,0.916666667,0,0.083333333,"Pima",96,185,93.0488,54.24,194.88,25.023,63.9693,46.2755,2988.15,9,9,9,64.100552,-117.265509,209.177,64.10078,-117.265144,209.305,"Conifer-medium (us:lichen), new",0.948149951,0.474074976,402.010653,201.005326,5.337565918,0.8,9.697856996,9.697856996,NA,474.074976,948.149951,12318.8723,14903.33407,2584.461767,2785.467093,15377.40904,0.181140209,0.927837839,NA
"156","ZF44-36B","ZF44-36","ZF44","Gameti East","B","ZF044-036B",2014,"shield","subhygric","3-Aug-15",221.082,0,NA,37.1,38.9,4.133333333,"ICE",37.1,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,4.978900757,0,0,0,0,0,0,0,0,0,1.066666667,0,0,0,0,0,0,0,0,1,0,0,"Pima",86,188,90.7579,68.0331,219.925,11.6503,76.7276,30.6525,2388.67,9,9,9,64.106542,-117.236711,221.082,64.106774,-117.236422,220.687,"Conifer-low (us:lichen), new",1.005432011,0.502716005,511.554212,255.777106,4.978900757,1.066666667,8.750406385,8.750406385,NA,502.716005,1005.432011,12023.8564,14316.92923,2293.072826,2548.849932,14819.64523,0.171991292,0.899649994,NA
"157","ZF44-36C","ZF44-36","ZF44","Gameti East","C","ZF044-036C",2014,"shield","mesic-subxeric","3-Aug-15",223.362,0,NA,7.3,8.4,NA,"NO ICE",21.2,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,9.871931315,0,0,0,0,0.162053821,0,0,0,0,1.366666667,0,0,0.083333333,0,0,0,0,0,0.942528736,0,0.057471264,"Pima",103,188,90.7579,68.0331,219.925,11.6503,76.7276,30.6525,2388.67,9,9,9,64.106064,-117.240759,223.362,64.106324,-117.240537,221.961,"Conifer-low (us:lichen), new",2.068382492,1.034191246,1000.503602,500.251801,10.03398514,1.45,6.445855811,6.445855811,NA,1034.191246,2068.382492,2370.625261,4503.359792,2132.734531,2632.986332,5537.551038,0.475478477,0.810005926,80.97975506
"158","ZF44-37A","ZF44-37","ZF44","Gameti East","A","ZF044-037A",2014,"shield","xeric","3-Aug-15",212.662,15,118,1.75,2.055555556,6.814814815,"NO ICE",2.0625,NA,NA,"no","no","no","yes","no",0,0,0,0,11.68803367,0,0,2.827302489,0,0,0,0,0,0,0.066666667,0,0,0.15,0,0,0,0,0,0,0,0,0.692307691,0.307692309,0,"Pima",205,188,90.7579,68.0331,219.925,11.6503,76.7276,30.6525,2388.67,9,9,9,64.106213,-117.260777,212.662,64.106435,-117.260491,214.037,"Conifer-low (us:lichen), new",4.950990074,2.475495037,475.21383,237.606915,14.51533616,0.216666667,10.43542959,10.43542959,NA,2475.495037,4950.990074,393.0709645,3898.500999,3505.430035,3743.03695,6373.996036,0.587235531,0.936520286,78.93320284
"159","ZF44-37B","ZF44-37","ZF44","Gameti East","B","ZF044-037B",2014,"shield","mesic-subxeric","3-Aug-15",222.44,4,258,6,2.95,11.01666667,"NO ICE",35.25,NA,NA,"no","no","no","yes","yes",0,0,0,0,0,0,0,27.58527789,0,0,0,0,0,0,0,0,0,0.866666667,0,0,0,0,0,0,0,0,1,0,0,"Pima",205,188,90.7579,68.0331,219.925,11.6503,76.7276,30.6525,2388.67,9,1,9,64.106985,-117.262237,222.44,64.107222,-117.262125,217.871,"Conifer-low (us:lichen), new",7.885662433,3.942831217,1666.693079,833.34654,27.58527789,0.866666667,15.05829244,15.05829244,NA,3942.831217,7885.662433,1753.2233,6677.351328,4924.128029,5757.474569,10620.18255,0.542125763,0.85525832,90.99076616
"160","ZF44-37C","ZF44-37","ZF44","Gameti East","C","ZF044-037C",2014,"shield","subhygric","3-Aug-15",217.054,0,NA,43.8,45.2,3.983333333,"ICE",45.3,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,7.407090079,0,0,0,0,1.237002107,0,0,0,0,0.416666667,0,0,0.1,0,0,0,0,0,0.806451613,0,0.193548387,"Pima",205,188,90.7579,68.0331,219.925,11.6503,76.7276,30.6525,2388.67,9,9,9,64.107154,-117.25982,217.054,64.107375,-117.259615,212.156,"Conifer-low (us:lichen), new",2.057128975,1.028564488,509.170192,254.585096,8.644092186,0.516666667,8.812879226,8.812879226,NA,1028.564488,2057.128975,31020.92282,33335.15407,2314.231243,2568.816339,34363.71855,0.074753736,0.900894006,NA
"161","ZF44-51C","ZF44-51","ZF44","Gameti East","C","ZF044-051C",2014,"shield","subhygric","2-Aug-15",221.59,0,NA,24,26.44444444,6.666666667,"ICE",76.6,NA,NA,"no","no","no","yes","yes",0,0,0,0,0,0,0,6.161055893,0,0,0,0,0.984103899,0,0,0,0,0.4,0,0,0.083333333,0,0,0,0,0,0.827586207,0,0.172413793,"Pima",173,204,94.4759,46.2048,275.139,28.5133,65.0849,50.6383,3338.38,8,8,8,64.159362,-117.193759,221.59,64.159562,-117.193424,214.725,"Conifer-low (us:lichen), new",1.551828647,0.775914323,436.863357,218.431679,7.145159792,0.483333333,10.67934941,10.67934941,NA,775.914323,1551.828647,7670.281004,10544.91668,2874.635674,3093.067353,11320.831,0.273219108,0.929380238,78.77218935
"162","ZF44-52B","ZF44-52","ZF44","Gameti East","B","ZF044-052B",2014,"shield","mesic-subhygric","5-Aug-15",203.355,3,244,28,27.4,3.916666667,"NO ICE",88.1,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,9.401346916,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,1,0,0,"Pima",39,204,94.4759,46.2048,275.139,28.5133,65.0849,50.6383,3338.38,7,7,7,64.15645,-117.195993,203.355,64.156709,-117.19585,208.125,"Conifer-low (us:lichen), reburn",0.816482637,0.408241319,56.072456,28.036228,9.401346916,0.85,8.217243715,8.217243715,NA,408.241319,816.482637,12857.99903,16169.77751,3311.778484,3339.814712,16578.01883,0.201460425,0.991605454,81.05079681
"163","ZF44-52C","ZF44-52","ZF44","Gameti East","C","ZF044-052C",2014,"shield","xeric","5-Aug-15",214.031,11,235,0.65,0.1875,2.666666667,"NO ICE",26.6,NA,NA,"no","no","no","no","no",0,7.766540638,0,0,0,0,0,2.973910146,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0.3,0,0,0,0.357142858,0,0.642857142,"Pima",39,204,94.4759,46.2048,275.139,28.5133,65.0849,50.6383,3338.38,13,13,13,64.154331,-117.194007,214.031,64.154605,-117.193827,214.265,"Conifer-low (us:lichen), reburn",0.793725218,0.396862609,34.621451,17.310726,10.74045078,0.466666667,6.201743193,6.201743193,NA,396.862609,793.725218,208.2028892,2599.519498,2391.316609,2408.627335,2996.382107,0.803845187,0.992813033,81.26538651
"164","ZF44-54A","ZF44-54","ZF44","Gameti East","A","ZF044-054A",2014,"shield","mesic-subxeric","2-Aug-15",206.885,4,190,14.3,19.6,4.066666667,"NO ICE",34.2,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,11.20697729,0,0,0,0,3.674747107,0,0,0,0,0.433333333,0,0,0.1,0,0,0,0,0,0.8125,0,0.1875,"Pima",36,204,94.4759,46.2048,275.139,28.5133,65.0849,50.6383,3338.38,9,9,9,64.140734,-117.199043,206.885,64.140988,-117.198785,209.592,"Conifer-low (us:lichen), reburn",1.070027549,0.535013775,0,0,14.8817244,0.533333333,7.922378704,7.922378704,NA,535.013775,1070.027549,8160.584979,10772.86637,2612.28139,2612.28139,11307.88014,0.231014245,1,80.76339737
"165","ZF44-54B","ZF44-54","ZF44","Gameti East","B","ZF044-054B",2014,"shield","xeric","2-Aug-15",226.989,2,180,2.9,1.8,2.583333333,"ICE",6.15,NA,NA,"no","no","no","no","no",0,0.018980456,0,0,0,0,0,0.779376777,0,0,0,0,0.899149997,0,0,0,0,0.033333333,0,0,0.033333333,0,0.033333333,0,0,0,0.333333333,0,0.666666667,"Pima",19,204,94.4759,46.2048,275.139,28.5133,65.0849,50.6383,3338.38,15,15,15,64.143217,-117.199638,226.989,64.14345,-117.199511,234.108,"Conifer-low (us:lichen), reburn",0.218564153,0.109282076,1.030527,0.515263,1.69750723,0.1,5.962088107,5.962088107,NA,109.282076,218.564153,2088.805454,4393.903085,2305.097631,2305.612894,4503.185161,0.511996023,0.999776518,73.475
"166","ZF44-54C","ZF44-54","ZF44","Gameti East","C","ZF044-054C",2014,"shield","mesic-subhygric","5-Aug-15",204.11,0,NA,35.1,33.9,11.28333333,"ICE",80,NA,NA,"no","no","yes","yes","yes",0,0,0,0,0,0,0,15.52653629,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,1,0,0,"Pima",31,204,94.4759,46.2048,275.139,28.5133,65.0849,50.6383,3338.38,7,7,7,64.139637,-117.204392,204.11,64.139867,-117.204135,206.771,"Conifer-low (us:lichen), reburn",2.456925884,1.228462942,604.654179,302.327089,15.52653629,0.85,16.30875263,16.30875263,NA,1228.462942,2456.925884,24473.78278,31355.3814,6881.598612,7183.925701,32583.84434,0.22047508,0.957916173,78.57142857
"167","ZF44-5A","ZF44-5","ZF44","Gameti East","A","ZF044-005A",2014,"shield","subhygric","3-Aug-15",204.054,0,NA,41.2,40.5,4.316666667,"ICE",49.1,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,3.353911957,0,0,0,0,0,0,0,0,0,0.433333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",102,189,81.0127,48.5154,218.196,2.48345,62.3644,8.48953,2275.38,7,7,7,64.102519,-117.252065,204.054,64.102749,-117.251823,201.871,"Conifer-medium (us:lichen), new",0.284070929,0.142035464,76.56933,38.284665,3.353911957,0.433333333,9.082028055,9.082028055,NA,142.035464,284.070929,10680.95266,13085.65269,2404.700029,2442.984694,13227.68816,0.1846872,0.984328733,NA
"168","ZF44-5C","ZF44-5","ZF44","Gameti East","C","ZF044-005C",2014,"shield","mesic-subxeric","4-Aug-15",211.843,13,45,11,2.4,7.766666667,"NO ICE",51.4,NA,NA,"no","no","no","no","no",0,2.687763415,0,0,0,0,5.394245486,14.61874692,0,0,0,0,0,0,0,0,0.016666667,0.483333333,0,0,0,0,0.216666667,0,0,0,0.674418604,0,0.325581396,"Pima",102,189,81.0127,48.5154,218.196,2.48345,62.3644,8.48953,2275.38,7,7,7,64.101344,-117.253992,211.843,64.101632,-117.253799,215.522,"Conifer-medium (us:lichen), new",4.213420715,2.106710357,1096.122601,548.061301,22.70075582,0.716666667,11.75849412,11.75849412,NA,2106.710357,4213.420715,2205.950248,6065.214661,3859.264412,4407.325713,8171.925018,0.539325276,0.875647652,81.18665019
"169","ZF44-71A","ZF44-71","ZF44","Gameti East","A","ZF044-071A",2014,"shield","mesic-subxeric","5-Aug-15",233.548,8,280,3.15,3.4,4.333333333,"NO ICE",39.7,NA,NA,"no","no","no","no","no",0,1.957866722,0,0,0,0,2.888694445,16.79731052,0,0,0,0,0.796393738,0,0,0,0.033333333,0.666666667,0,0,0.016666667,0,0.116666667,0,0,0,0.8,0,0.2,"Pima",101,188,90.7579,68.0331,219.925,11.6503,76.7276,30.6525,2388.67,9,9,9,64.118638,-117.197914,233.548,64.118806,-117.197686,222.275,"Conifer-low (us:lichen), reburn",4.676407612,2.338203806,1869.411583,934.705792,22.44026542,0.833333333,7.765490729,7.765490729,NA,2338.203806,4676.407612,1666.74282,4229.49509,2562.75227,3497.458062,6567.698896,0.532524118,0.732747105,90.98401598
"170","ZF44-71B","ZF44-71","ZF44","Gameti East","B","ZF044-071B",2014,"shield","mesic-subhygric","5-Aug-15",216.971,0,NA,9.9,11,3.666666667,"NO ICE",103.3,NA,NA,"no","no","no","no","no",0,0.160352125,0,0,0,0,0,7.698472798,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0.016666667,0,0,0,0.993377483,0,0.006622517,"Pima",47,188,90.7579,68.0331,219.925,11.6503,76.7276,30.6525,2388.67,7,9,7,64.11782,-117.200286,216.971,64.118084,-117.200043,221.258,"Conifer-low (us:lichen), reburn",1.552059535,0.776029768,884.332404,442.166202,7.858824923,2.516666667,7.34974452,7.34974452,NA,776.029768,1552.059535,4489.815124,7430.916017,2941.100892,3383.267094,8206.945785,0.412244358,0.869307923,81.08376833
"171","ZF44-71C","ZF44-71","ZF44","Gameti East","C","ZF044-071C",2014,"shield","xeric","5-Aug-15",233.248,0,NA,2.25,2.1,4.816666667,"NO ICE",14.8,NA,NA,"no","no","yes","yes","yes",0,0.788801555,0,0,0,0.636303412,9.829127115,3.907355863,0,0,0,0,0,0,0,0.05,0.2,0.066666667,0,0,0,0,0.083333333,0,0,0,0.166666668,0,0.833333333,"Pima",101,188,90.7579,68.0331,219.925,11.6503,76.7276,30.6525,2388.67,7,7,7,64.118267,-117.203397,233.248,64.118481,-117.203027,229.357,"Conifer-low (us:lichen), reburn",1.122762674,0.561381337,179.938506,89.969253,15.46278814,0.45,8.322130505,8.322130505,NA,561.381337,1122.762674,1495.402739,4459.29162,2963.888881,3053.858134,5020.672957,0.608256734,0.970539151,88.56646825
"172","ZF44-9A","ZF44-9","ZF44","Gameti East","A","ZF044-009A",2014,"shield","subxeric","3-Aug-15",224.302,0,NA,3.7,4.7,5.875,"NO ICE",47.3,NA,NA,"no","no","no","no","no",0,1.365414707,0,0,0,0,0,10.13883579,0,0,0,0,1.172730358,0,0,0,0,0.7,0,0,0.083333333,0,0.083333333,0,0,0,0.807692308,0,0.192307692,"Pima",110,189,81.0127,48.5154,218.196,2.48345,62.3644,8.48953,2275.38,7,7,7,64.105562,-117.248825,224.302,64.105833,-117.248573,226.737,"Conifer-medium (us:lichen), new",2.414152732,1.207076366,1055.372203,527.686102,12.67698086,0.866666667,8.672414916,8.672414916,NA,1207.076366,2414.152732,1831.127372,5068.314227,3237.186854,3764.872956,6275.390593,0.59994241,0.859839599,88.6453202
"173","ZF44-9B","ZF44-9","ZF44","Gameti East","B","ZF044-009B",2014,"shield","subhygric","3-Aug-15",215.608,0,NA,46.9,47.5,3.366666667,"ICE",49.4,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,3.45535922,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,1,0,0,"Pima",87,189,81.0127,48.5154,218.196,2.48345,62.3644,8.48953,2275.38,8,8,8,64.104018,-117.249257,215.608,64.104256,-117.248963,215.006,"Conifer-medium (us:lichen), new",0.64693846,0.32346923,272.654135,136.327068,3.45535922,0.55,8.258183804,8.258183804,NA,323.46923,646.93846,10718.6257,12873.52644,2154.90074,2291.227808,13196.99567,0.17361738,0.940500431,NA
