"","plot","site","burn","burn.name","letter","plot.name","burn.year","ecoregion","moisture","date","elev","slope","aspect","org","org.tree","ave.arh","ice.2015","resistance.2015","resistance.2016","ice.2016","ERT","seed.trap","Bryoria","Evernia","Usnea","ba.Alcr","ba.Bene","ba.Betsp","ba.Lala","ba.Piba","ba.Picea","ba.Pigl","ba.Pima","ba.Poba","ba.Potr","ba.Salix","ba.Decid","ba.Unknown","Lala.dens","Piba.dens","Picea.dens","Pigl.dens","Pima.dens","Poba.dens","Potr.dens","Unknown.dens","Alcr.dens","Bene.dens","Betsp.dens","Salix.dens","Decid.dens","pima.prop","piba.prop","other.prop","Dom","age.y","DOB_LB","FFMC_LB","DMC_LB","DC_LB","ISI_LB","BUI_LB","FWI_LB","VPD_LB","LCC05_start","LCC05_end","LCC05_consensus","Lat_start","Long_start","Elev_start","Lat_end","Long_end","Elev_end","strata","tree.bio.m2","tree.bio.carbon.m2","tree.bio.cons.m2B","tree.carbon.cons.m2B","BA.ALL","DENSITY.ALL","burn.depth","burn.depth.arh","burn.depthJP","tree.carbon.prefire.m2","tree.bio.prefire.m2","residual.soil.carbon.gCm2","prefire.soil.carbon.gCm2","soil.carbon.cons.gCm2","total.combustion.gCm2","total.prefire.gCm2","prop.total.gcm2.combusted","prop.soil.total.gCm2","sand"
"72","ZF20-52A","ZF20-52","ZF20","Central","A","ZF020-052A",2014,"plains","mesic","29-Jun-15",208.967,0,NA,10.4,12.7,1.6,"NO ICE",99,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,5.695838381,0,0,17.90851802,0,0,0,0,1.884955592,0,0.033333333,0,0,1.333333333,0,0,0.016666667,0,0,0,0,0,0.963855422,0.024096385,0.012048193,"Pima",93,212,89.5571,68.55,490.268,6.2815,101.589,23.047,1156.9,7,7,7,61.619688,-117.117879,208.967,61.619948,-117.117601,207.52,"late BS",6.500041604,3.250020802,1838.696604,919.348302,25.48931199,1.383333333,5.162455251,5.162455251,NA,3250.020802,6500.041604,5427.803283,7079.012608,1651.209326,2570.557628,10329.03341,0.2488672,0.642354526,58.46886515
"73","ZF20-52B","ZF20-52","ZF20","Central","B","ZF020-052B",2014,"plains","xeric","29-Jun-15",210.565,0,NA,2.35,1.25,3,"NO ICE",59,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,13.70807774,0,0,14.198428,0,0,0,0,4.918817798,0,0.1,0,0,0.45,0,0,0.133333333,0,0,0,0,0,0.658536586,0.146341463,0.195121951,"Pima",93,212,89.5571,68.55,490.268,6.2815,101.589,23.047,1156.9,7,7,7,61.618889,-117.116484,210.565,61.619191,-117.116295,213.947,"late BS",8.865404972,4.432702486,2272.583656,1136.291828,32.82532354,0.683333333,6.388161124,6.388161124,NA,4432.702486,8865.404972,1293.263461,2263.227717,969.9642558,2106.256084,6695.930203,0.314557652,0.460515824,81.33889161
"74","ZF20-52C","ZF20-52","ZF20","Central","C","ZF020-052C",2014,"plains","mesic","29-Jun-15",203.763,0,NA,11.1,12.1,2.75,"NO ICE",91.6,NA,NA,"no","yes","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,14.3259243,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,1,0,0,"Pima",93,212,89.5571,68.55,490.268,6.2815,101.589,23.047,1156.9,9,9,9,61.620689,-117.119482,203.763,61.620923,-117.119273,199.237,"late BS",1.146391862,0.573195931,532.934866,266.467433,14.3259243,2.85,6.412051896,6.412051896,NA,573.195931,1146.391862,4884.154103,7099.974972,2215.820869,2482.288302,7673.170903,0.323502283,0.892652504,76.26574463
"75","ZF20-597A","ZF20-597","ZF20","Central","A","ZF020-597A",2014,"plains","mesic-subhygric","9-Jun-16",218,0,NA,20.9,17.5,4.5,NA,NA,NA,NA,"no","no","no","no","yes",0,0,0,0,5.795453048,0,0,4.861091033,0,0,0,0,2.042951523,0,0.166666667,0,0,2.383333333,0,0,0.45,0,0,0,0,0,0.794444444,0.055555556,0.15,"Pima",73,194,94.1074,74.938,368.943,11.8564,99.4012,35.1777,3376.63,20,20,20,61.80158,-116.72756,234.7,61.8018,-116.72778,NA,"sparse conifer",2.47121187,1.235605935,762.248805,381.124402,NA,NA,8.603597019,8.603597019,NA,1235.605935,2471.21187,17529.9921,21536.08642,4006.094314,4387.218716,22771.69235,0.192661074,0.91312847,NA
"76","ZF20-597B","ZF20-597","ZF20","Central","B","ZF020-597B",2014,"plains","subxeric","9-Jun-16",232,0,NA,5,6.5,5.1,NA,NA,NA,NA,"no","no","no","no","yes",0,0,0,0.775057088,1.8814213,0,0,14.63419308,0,0,0,0,1.126784565,0.05,0.033333333,0,0,0.833333333,0,0,0.083333333,0,0,0,0,0,0.833333334,0.033333333,0.133333333,"Pima",73,194,94.1074,74.938,368.943,11.8564,99.4012,35.1777,3376.63,9,20,20,61.80063,-116.72488,NA,61.80088,-116.72472,NA,"sparse conifer",4.940774445,2.470387223,1475.77225,737.886125,NA,NA,8.715573462,8.715573462,NA,2470.387223,4940.774445,865.3423295,2830.211438,1964.869108,2702.755233,5300.598661,0.509896222,0.72698744,NA
"77","ZF20-59A","ZF20-59","ZF20","Central","A","ZF020-059A",2014,"plains","xeric","12-Jul-15",229.259,0,NA,1.65,0.5,6.85,"NO ICE",19.7,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,28.67815944,0,0,5.570567374,0,1.116574389,0,0,0.858832892,0,0.25,0,0,0.233333333,0,0.033333333,0.016666667,0,0,0,0,0,0.4375,0.46875,0.09375,"Piba",74,211,88.8106,67.0939,479.355,6.19238,99.4044,22.5721,3898.93,7,7,7,61.927922,-116.484564,229.259,61.928195,-116.484445,220.756,"late JP",11.19943282,5.599716411,2085.889739,1042.94487,36.22413409,0.533333333,4.69,10.47055329,4.69,5599.716411,11199.43282,897.2911615,1348.463903,451.172741,1494.117611,6948.180314,0.215037253,0.301966015,75.9870065
"78","ZF20-59B","ZF20-59","ZF20","Central","B","ZF020-059B",2014,"plains","mesic-subxeric","12-Jul-15",230.688,0,NA,5.75,7.35,5.259259259,"NO ICE",78.8,NA,NA,"no","yes","no","yes","yes",0,0,0,0,0,0,0,11.55006539,0,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",74,211,88.8106,67.0939,479.355,6.19238,99.4044,22.5721,3898.93,9,9,9,61.929622,-116.48547,230.688,61.929855,-116.485333,224.476,"late JP",3.152863467,1.576431734,1287.708757,643.854378,11.55006539,0.583333333,8.722699327,8.722699327,NA,1576.431734,3152.863467,4269.055749,8122.044802,3852.989053,4496.843431,9698.476536,0.463664929,0.856820815,69.875385325
"79","ZF20-64A","ZF20-64","ZF20","Central","A","ZF020-064A",2014,"plains","subxeric","12-Jul-15",217.7,0,NA,1.25,1.15,6,"NO ICE",57.1,NA,NA,"no","yes","not recorded","not recorded","not recorded",0,0,0,0,0,0,4.241150082,11.15645001,0,1.676563279,0,0,0,0,0,0,0.016666667,0.25,0,0.033333333,0,0,0,0,0,0,0.833333333,0,0.166666667,"Pima",75,209,94.9196,90.7171,479.179,11.1996,123.149,37.1011,3714.43,7,7,7,61.927088,-116.504774,217.7,61.927359,-116.50453,219.627,"late JP",3.188659253,1.594329627,1101.953232,550.976616,17.07416337,0.3,9.497515755,9.497515755,NA,1594.329627,3188.659253,593.5884078,2691.284091,2097.695684,2648.6723,4285.613718,0.618038039,0.791980074,79.746996355
"80","ZF20-64B","ZF20-64","ZF20","Central","B","ZF020-064B",2014,"plains","xeric","12-Jul-15",223.447,5,180,1,0.571428571,6.142857143,"NO ICE",46.4,NA,NA,"no","no","no","yes","yes",0,0,0,0,28.93092675,0,0,0,0,0,0,0,1.511236966,0,0.466666667,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0.933333334,0.066666666,"Piba",75,211,88.8106,67.0939,479.355,6.19238,99.4044,22.5721,3898.93,7,9,9,61.925931,-116.501387,223.447,61.926157,-116.501231,227.584,"late JP",8.888294705,4.444147353,1006.670937,503.335468,30.44216371,0.5,5.34,9.69487846,5.34,4444.147353,8888.294705,1042.235227,1539.674891,497.4396647,1000.775133,5983.822244,0.167246802,0.497054382,85.97149287
"81","ZF20-64C","ZF20-64","ZF20","Central","C","ZF020-064C",2014,"plains","mesic-subhygric","12-Jul-15",216.797,0,NA,12.2,10.9,5.466666667,"NO ICE",103,NA,NA,"no","no","no","yes","no",0,0,0,0,0,0,0,7.367427472,0,0,0,0,0.317431758,0,0,0,0,1.266666667,0,0,0.033333333,0,0,0,0,0,0.974358975,0,0.025641025,"Pima",75,209,94.9196,90.7171,479.179,11.1996,123.149,37.1011,3714.43,7,7,7,61.925138,-116.502498,216.797,61.925419,-116.502308,219.66,"late JP",1.636615244,0.818307622,440.720452,220.360226,7.684859229,1.3,9.345617921,9.345617921,NA,818.307622,1636.615244,9301.175351,13768.3971,4467.221748,4687.581974,14586.70472,0.3213599,0.952990641,48.475
"82","ZF20-6A","ZF20-6","ZF20","Central","A","ZF020-006A",2014,"plains","xeric","27-Jun-15",215.057,0,NA,8.9,5.45,2.6,"NO ICE",100,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,12.61310181,0,0,0,0,1.170897762,0,0,0,0,1.5,0,0,0.05,0,0,0,0,0,0.967741935,0,0.032258065,"Pima",110,196,92.4405,66.9358,401.733,7.77301,94.5058,25.8137,4048.83,7,7,7,61.691005,-116.960153,215.057,61.691241,-116.959967,213.401,"early BS",2.242263378,1.121131689,1143.493962,571.746981,13.78399957,1.55,6.179054692,6.179054692,NA,1121.131689,2242.263378,83.45258393,1051.993281,968.5406975,1540.287678,2173.12497,0.708789278,0.628805067,63.93483091
"83","ZF20-6B","ZF20-6","ZF20","Central","B","ZF020-006B",2014,"plains","mesic-subxeric","27-Jun-15",215.134,0,NA,4.2,4.95,2.616666667,"NO ICE",97,NA,NA,"yes","no","yes","yes","yes",0,0,0,0,0,0,0,12.73955091,0,0,0,0,0,0,0,0,0,0.616666667,0,0,0,0,0,0,0,0,1,0,0,"Pima",110,196,92.4405,66.9358,401.733,7.77301,94.5058,25.8137,4048.83,7,7,7,61.691451,-116.955514,215.134,61.691714,-116.955335,213.842,"early BS",3.187997957,1.593998979,1239.283049,619.641525,12.73955091,0.616666667,6.040793245,6.040793245,NA,1593.998979,3187.997957,2268.754672,4718.288486,2449.533814,3069.175339,6312.287465,0.486222365,0.798108138,53.77545951
"84","ZF20-6C","ZF20-6","ZF20","Central","C","ZF020-006C",2014,"plains","subhygric","27-Jun-15",224.226,0,NA,16.1,16,2.466666667,"NO ICE",100,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,2.676767841,6.852337176,0,0,0,0,2.59561003,0,0,0,0.016666667,0.716666667,0,0,0.15,0,0,0,0,0,0.811320754,0,0.188679246,"Pima",110,196,92.4405,66.9358,401.733,7.77301,94.5058,25.8137,4048.83,7,7,7,61.692834,-116.954497,224.226,61.69301,-116.954141,210.905,"early BS",0.833112906,0.416556453,346.024007,173.012003,12.12471505,0.883333333,6.27590027,6.27590027,NA,416.556453,833.112906,11818.26303,14240.28029,2422.017262,2595.029265,14656.83674,0.177052478,0.93332946,81.01771015
"85","ZF20-8A","ZF20-8","ZF20","Central","A","ZF020-008A",2014,"plains","xeric","12-Jul-15",247.046,0,NA,5.2,3.071428571,4.733333333,"NO ICE",42,NA,NA,"no","no","no","yes","yes",0,7.964199176,0,0,7.861573816,0,23.60200021,0,0,0.736310778,0,0,0,0,0.033333333,0,0.083333333,0,0,0.016666667,0,0,0.083333333,0,0,0,0,0.153846153,0.846153847,"Piba",89,198,89.149,91.4109,402.912,7.33692,116.656,27.3511,1486.96,7,7,7,61.83888,-116.636206,247.046,61.83916,-116.636028,253.392,"early BS",2.992307753,1.496153876,179.607177,89.803589,40.16408398,0.216666667,1.14,8.144097614,1.14,1496.153876,2992.307753,2374.687547,2664.491089,289.8035425,379.6071315,4160.644965,0.091237569,0.763430185,71.01847229
"86","ZF20-8C","ZF20-8","ZF20","Central","C","ZF020-008C",2014,"plains","mesic","12-Jul-15",240.021,0,NA,21.3,23.7,3.666666667,"ICE",96.5,94.5,"no ice","no","no","no","no","no",0,0,0,0,0,0,0,17.73887202,0,0,0,0,6.181738044,0,0,0,0,1.383333333,0,0,0.2,0,0,0,0,0,0.87368421,0,0.12631579,"Pima",163,198,89.149,91.4109,402.912,7.33692,116.656,27.3511,1486.96,9,9,9,61.843307,-116.636047,240.021,61.84358,-116.635799,240.506,"early BS",4.151985355,2.075992677,1472.511903,736.255951,23.92061006,1.583333333,7.710438473,7.710438473,NA,2075.992677,4151.985355,12515.45275,15455.49527,2940.04252,3676.298471,17531.48794,0.209696888,0.799729005,65.95797899
"87","ZF20-9A","ZF20-9","ZF20","Central","A","ZF020-009A",2014,"plains","mesic-subxeric","10-Jul-15",230.303,0,NA,11.85,8.7,5.35,"NO ICE",91.9,NA,NA,"no","no","no","yes","no",0,0,0,2.280796267,0,0,0,8.015380957,0,0,0,0,0.692197581,0.016666667,0,0,0,1.583333333,0,0,0.033333333,0,0,0,0,0,0.969387755,0,0.030612245,"Pima",85,194,94.1074,74.938,368.943,11.8564,99.4012,35.1777,3376.63,7,7,7,61.79347,-116.731926,230.303,61.793701,-116.731763,220.855,"early BS",2.015477537,1.007738769,653.178788,326.589394,10.9883748,1.633333333,9.20958524,9.20958524,NA,1007.738769,2015.477537,4194.576426,8339.926296,4145.34987,4471.939264,9347.665065,0.478401743,0.926969179,56.07383387
"88","ZF20-9B","ZF20-9","ZF20","Central","B","ZF020-009B",2014,"plains","mesic","11-Jul-15",223.551,0,NA,28.7,26.6,5.233333333,"ICE",74.3,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,16.9786066,0,0,0,0,2.771931918,0,0,0,0,0.55,0,0,0.116666667,0,0,0,0,0,0.825,0,0.175,"Pima",85,193,91.9643,69.2309,359.711,9.47323,93.4823,29.4039,1624.74,7,7,7,61.795912,-116.737058,223.551,61.796131,-116.736803,221.823,"early BS",4.719288235,2.359644117,1564.727975,782.363988,19.75053851,0.666666667,9.64457332,9.64457332,NA,2359.644117,4719.288235,21677.02891,25621.75582,3944.726907,4727.090895,27981.39993,0.168936898,0.834493559,71.24814264
"89","ZF20-9C","ZF20-9","ZF20","Central","C","ZF020-009C",2014,"plains","mesic-subhygric","11-Jul-15",218.732,0,NA,23.8,21.8,2.716666667,"ICE",81.5,102.4,"ice","yes","yes","no","no","no",0,0,0,0,0,0,0,6.977215484,0,0,0,0,0.117809725,0,0,0,0,2.3,0,0,0.016666667,0,0,0,0,0,0.992805755,0,0.007194245,"Pima",85,193,91.9643,69.2309,359.711,9.47323,93.4823,29.4039,1624.74,7,7,7,61.79548,-116.740261,218.732,61.795768,-116.74009,221.255,"early BS",0.33781118,0.16890559,182.136003,91.068002,7.095025209,2.316666667,6.798131098,6.798131098,NA,168.90559,337.81118,29545.12078,32478.90284,2933.782058,3024.85006,32647.80843,0.092650938,0.969893383,83.6290126
"90","ZF26-104A","ZF26-104","ZF26","Wekweeti","A","ZF026-104A",2014,"shield","mesic-subhygric","14-Aug-15",384.436,0,NA,31.15,31.4,6.383333333,"ICE",49.8,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,3.822794661,0,0,0,0,3.86572976,0,0,0,0,0.85,0,0,0.116666667,0,0,0,0,0,0.879310345,0,0.120689655,"Pima",78,189,79.71,52.3121,170.563,2.54922,59.2182,8.40547,2179.62,20,20,20,64.136446,-114.211082,384.436,64.136742,-114.210824,381.786,"Sparse conifer, new",0.808482201,0.4042411,399.662442,199.831221,7.688524421,0.966666667,10.95226801,10.95226801,NA,404.2411,808.482201,11259.03384,15764.09573,4505.061891,4704.893112,16168.33683,0.290994254,0.957526937,86.08630952
"91","ZF26-104B","ZF26-104","ZF26","Wekweeti","B","ZF026-104B",2014,"shield","subxeric","14-Aug-15",401.337,0,NA,4,2.9,10.18333333,"NO ICE",27.5,NA,NA,"no","no","no","no","no",0,0.395971574,0,0,0,0,0,3.686528079,0,0,0,0,3.309275161,0,0,0,0,0.583333333,0,0,0.016666667,0,0.116666667,0,0,0,0.813953488,0,0.186046512,"Pima",123,189,79.71,52.3121,170.563,2.54922,59.2182,8.40547,2179.62,20,20,20,64.137178,-114.20659,401.337,64.137462,-114.206389,410.242,"Sparse conifer, new",0.90499779,0.452498895,210.022926,105.011463,7.391774815,0.716666667,14.10322987,14.10322987,NA,452.498895,904.99779,2192.535571,6960.820359,4768.284788,4873.296251,7413.319254,0.657370347,0.978451656,76.04685942
"92","ZF26-104C","ZF26-104","ZF26","Wekweeti","C","ZF026-104C",2014,"shield","mesic","13-Aug-15",389.182,0,NA,7.1,10.66666667,4.814814815,"NO ICE",48.6,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,4.520359129,0,0,0,0,1.952238035,0,0,0,0,0.333333333,0,0,0.183333333,0,0,0,0,0,0.645161291,0,0.354838709,"Pima",157,189,79.71,52.3121,170.563,2.54922,59.2182,8.40547,2179.62,20,20,20,64.138304,-114.205305,389.182,64.138552,-114.205068,384.145,"Sparse conifer, new",1.087929883,0.543964942,341.2424,170.6212,6.472597164,0.516666667,8.477850381,8.477850381,NA,543.964942,1087.929883,3009.204889,5491.466071,2482.261182,2652.882382,6035.431013,0.439551438,0.935684597,78.475
"93","ZF26-112A","ZF26-112","ZF26","Wekweeti","A","ZF026-112A",2014,"shield","subxeric","16-Aug-15",379.805,0,NA,4.25,5.45,0.833333333,"NO ICE",21.8,NA,NA,"no","no","no","no","no",0,0.180772477,0,0,0,0,0,0.136266581,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0.033333333,0,0,0,0.66666667,0,0.33333333,"Pima",59,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,20,20,64.132745,-114.29137,379.805,64.133142,-114.29112,410.902,"Sparse conifer, reburn",0.022316367,0.011158183,5.339405,2.669702,0.317039059,0.1,4.256236937,4.256236937,NA,11.158183,22.316367,1325.378528,3197.990223,1872.611695,1875.281397,3209.148406,0.584354838,0.998576373,78.53938185
"94","ZF26-112B","ZF26-112","ZF26","Wekweeti","B","ZF026-112B",2014,"shield","subhygric","16-Aug-15",376.837,0,NA,42.3,40.4,4.466666667,"ICE",43.5,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,0.734478182,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1,0,0,"Pima",59,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,20,20,64.133176,-114.295329,376.837,64.13344,-114.29517,370,"Sparse conifer, reburn",0.171061328,0.085530664,62.752832,31.376416,0.734478182,0.1,9.278506489,9.278506489,NA,85.530664,171.061328,13849.89913,16300.13151,2450.232381,2481.608797,16385.66217,0.151450016,0.987356421,NA
"95","ZF26-112C","ZF26-112","ZF26","Wekweeti","C","ZF026-112C",2014,"shield","mesic-subhygric","16-Aug-15",382.89,0,NA,39.3,43.6,NA,"ICE",40.5,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,10.98562591,0,0,0,0,0.088488193,0,0,0,0,0.833333333,0,0,0.016666667,0,0,0,0,0,0.980392156,0,0.019607844,"Pima",59,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,20,20,64.132042,-114.294503,382.89,64.132336,-114.294297,378.506,"Sparse conifer, reburn",2.813534483,1.406767242,916.53756,458.26878,11.0741141,0.85,13.21344805,13.21344805,NA,1406.767242,2813.534483,18470.67908,23987.87525,5517.196168,5975.464948,25394.64249,0.235304157,0.923308264,NA
"96","ZF26-113A","ZF26-113","ZF26","Wekweeti","A","ZF026-113A",2014,"shield","subhygric","17-Aug-15",392.417,0,NA,45.6,43.3,3.979166667,"ICE",45.5,NA,NA,"no","no","yes","yes","yes",0,0,0,0,0,0,0,0.635387114,0,0,0,0,0.220042385,0,0,0,0,0.25,0,0,0.016666667,0,0,0,0,0,0.937499999,0,0.062500001,"Pima",NA,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,20,20,64.129663,-114.299617,392.417,64.12994,-114.299614,391.817,"Sparse conifer, reburn",0.040202154,0.020101077,18.688781,9.34439,0.8554295,0.266666667,8.259458499,8.259458499,NA,20.101077,40.202154,14937.57337,17096.71236,2159.138993,2168.483383,17116.81344,0.126687329,0.995690818,NA
"97","ZF26-113B","ZF26-113","ZF26","Wekweeti","B","ZF026-113B",2014,"shield","subxeric","17-Aug-15",407.838,0,NA,3,4.85,1.738095238,"NO ICE",37.2,NA,NA,"no","no","no","no","no",0,0.514043098,0,0,0,0,0,2.375436745,0,0,0,0,0,0,0,0,0,0.233333333,0,0,0,0,0.316666667,0,0,0,0.424242424,0,0.575757576,"Pima",NA,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,20,20,64.130752,-114.300754,407.838,64.131029,-114.300486,405.471,"Sparse conifer, reburn",0.592580644,0.296290322,136.979714,68.489857,2.889479843,0.55,5.787675035,5.787675035,NA,296.290322,592.580644,903.7178278,3262.110559,2358.392731,2426.882588,3558.400881,0.682014947,0.971778669,71.1409396
"98","ZF26-113C","ZF26-113","ZF26","Wekweeti","C","ZF026-113C",2014,"shield","mesic-subxeric","17-Aug-15",387.281,5,344,4,4.4,2.483333333,"NO ICE",48.4,NA,NA,"no","no","no","no","yes",0,1.255851663,0,0,0,0,0,0.165849912,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0.733333333,0,0,0,0.083333334,0,0.916666666,"Pima",NA,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,20,20,64.13228,-114.301544,387.281,64.132468,-114.301516,370.815,"Sparse conifer, reburn",0.003596929,0.001798465,2.366416,1.183208,1.421701575,0.8,5.891967101,5.891967101,NA,1.798465,3.596929,1302.719826,3253.997155,1951.277329,1952.460537,3255.79562,0.599687685,0.999393991,73.48162959
"99","ZF26-118A","ZF26-118","ZF26","Wekweeti","A","ZF026-118A",2014,"shield","xeric","16-Aug-15",398.435,47,80,3.15,3.95,2.533333333,"NO ICE",30.1,NA,NA,"no","no","no","no","no",0.705156651,1.611767931,0,0,0,0,0,0.044636796,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0.366666667,0,0,0,0.153846154,0,0.846153846,"Pima",36,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,20,20,64.122851,-114.295261,398.435,64.123061,-114.294959,391.065,"Sparse conifer, reburn",0.00426,0.00213,2.746667,1.373333,2.361561378,0.95,5.91706794,5.91706794,NA,2.13,4.26,848.3541848,3128.544585,2280.1904,2281.563733,3130.674585,0.728777032,0.999398074,61.13047809
"100","ZF26-118B","ZF26-118","ZF26","Wekweeti","B","ZF026-118B",2014,"shield","mesic-subhygric","16-Aug-15",365.286,0,NA,30.3,31.3,6.6,"ICE",73.1,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,1.420785278,0,0,0,0,1.61648032,0,0,0,0,0.516666667,0,0,0.033333333,0,0,0,0,0,0.93939394,0,0.06060606,"Pima",81,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,20,20,64.123146,-114.292541,365.286,64.123386,-114.292284,363.423,"Sparse conifer, reburn",0.283435282,0.141717641,101.777486,50.888743,3.037265598,0.55,11.15510181,11.15510181,NA,141.717641,283.435282,14093.39739,18684.96947,4591.572085,4642.460828,18826.68711,0.246589365,0.989038412,83.49150849
"101","ZF26-118C","ZF26-118","ZF26","Wekweeti","C","ZF026-118C",2014,"shield","mesic-subxeric","16-Aug-15",359.23,0,NA,5.2,7.95,5.277777778,"NO ICE",44.5,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,1.116705289,0,0,0,0,0.904647785,0,0,0,0,0.516666667,0,0,0.066666667,0,0,0,0,0,0.885714285,0,0.114285715,"Pima",36,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,20,20,64.124337,-114.293096,359.23,64.124604,-114.292869,360.971,"Sparse conifer, reburn",0.09663529,0.048317645,49.853733,24.926867,2.021353073,0.583333333,8.53559363,8.53559363,NA,48.317645,96.63529,1684.276014,4496.67105,2812.395036,2837.321903,4544.988695,0.624274799,0.99121465,78.5660941
"102","ZF26-50A","ZF26-50","ZF26","Wekweeti","A","ZF026-050A",2014,"shield","subxeric","13-Aug-15",371.309,0,NA,6.25,8.8,9.033333333,"NO ICE",16.35,NA,NA,"no","no","yes","yes","yes",0,0,0,0,0,0,0,17.51817513,0,0,0,0,0,0,0,0,0,0.566666667,0,0,0,0,0,0,0,0,1,0,0,"Pima",98,192,89.3178,61.6535,191.844,9.97884,68.3735,26.0261,846.078,9,9,9,64.169108,-114.239513,371.309,64.169384,-114.239353,372.129,"Conifer-low (us:lichen), new",2.580598518,1.290299259,635.862308,317.931154,17.51817513,0.566666667,12.95156993,12.95156993,NA,1290.299259,2580.598518,1592.546117,6057.516148,4464.970032,4782.901186,7347.815407,0.650928326,0.933527551,88.47788053
"103","ZF26-50B","ZF26-50","ZF26","Wekweeti","B","ZF026-050B",2014,"shield","xeric","13-Aug-15",374.317,0,NA,3.5,1.9375,4.888888889,"NO ICE",41.55555556,NA,NA,"no","no","no","no","yes",0,0.63708881,0,0,0,0,2.702293281,2.666950364,0,0,0,0,0,0,0,0,0.033333333,0.166666667,0,0,0,0,0.2,0,0,0,0.416666668,0,0.583333333,"Pima",65,192,89.3178,61.6535,191.844,9.97884,68.3735,26.0261,846.078,1,1,1,64.170415,-114.241935,374.317,64.170677,-114.2418,381.573,"Conifer-low (us:lichen), new",0.721951078,0.360975539,171.602764,85.801382,6.006332455,0.4,6.87013214,6.87013214,NA,360.975539,721.951078,755.8816027,3303.625149,2547.743547,2633.544929,3664.600688,0.718644445,0.967419815,73.48825587
"104","ZF26-50C","ZF26-50","ZF26","Wekweeti","C","ZF026-050C",2014,"shield","mesic-subhygric","13-Aug-15",368.866,0,NA,34,35.8,5.533333333,"ICE",37.5,NA,NA,"no","no","yes","yes","yes",0,0,0,0,0,0,0,4.805982262,0,0,0,0,0,0,0,0,0,0.383333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",98,192,89.3178,61.6535,191.844,9.97884,68.3735,26.0261,846.078,9,8,8,64.169876,-114.237496,368.866,64.17014,-114.23724,368,"Conifer-low (us:lichen), new",1.123148518,0.561574259,341.600158,170.800079,4.805982262,0.383333333,10.14044672,10.14044672,NA,561.574259,1123.148518,15781.67822,19938.74366,4157.065447,4327.865526,20500.31792,0.211112117,0.9605348,71.003996
"105","ZF26-54A","ZF26-54","ZF26","Wekweeti","A","ZF026-054A",2014,"shield","mesic-subhygric","13-Aug-15",369.976,0,NA,16.6,10,4.733333333,"NO ICE",88.8,NA,NA,"no","no","no","yes","yes",0,0,0,0,0,0,0,9.828341717,0,0,0,0,0.36769724,0,0,0,0,0.316666667,0,0,0.016666667,0,0,0,0,0,0.949999999,0,0.050000001,"Pima",126,192,89.3178,61.6535,191.844,9.97884,68.3735,26.0261,846.078,9,9,9,64.161816,-114.256523,369.976,64.162042,-114.256228,365.197,"Conifer-low (us:lichen), new",1.867428611,0.933714306,550.768532,275.384266,10.19603896,0.333333333,8.709667973,8.709667973,NA,933.714306,1867.428611,7528.185682,11051.64014,3523.454459,3798.838725,11985.35445,0.316956728,0.927508303,70.96774194
